name,county_name,state_name,state_fips,county_fips
"Richmond, VA",Hopewell city,Virginia,51,670
"Richmond, VA",Petersburg city,Virginia,51,730
"Richmond, VA",Richmond city,Virginia,51,760
"Richmond-Berea, KY",Estill County,Kentucky,21,065
"Richmond-Berea, KY",Madison County,Kentucky,21,151
"Richmond-Berea, KY",Rockcastle County,Kentucky,21,203
"Rifle, CO",Garfield County,Colorado,08,045
"Rifle, CO",Pitkin County,Colorado,08,097
"Rio Grande City-Roma, TX",Starr County,Texas,48,427
"Riverside-San Bernardino-Ontario, CA",Riverside County,California,06,065
"Riverside-San Bernardino-Ontario, CA",San Bernardino County,California,06,071
"Riverton, WY",Fremont County,Wyoming,56,013
"Roanoke, VA",Botetourt County,Virginia,51,023
"Roanoke, VA",Craig County,Virginia,51,045
"Roanoke, VA",Franklin County,Virginia,51,067
"Roanoke, VA",Roanoke County,Virginia,51,161
"Roanoke, VA",Roanoke city,Virginia,51,770
"Roanoke, VA",Salem city,Virginia,51,775
"Roanoke Rapids, NC",Halifax County,North Carolina,37,083
"Roanoke Rapids, NC",Northampton County,North Carolina,37,131
"Rochelle, IL",Ogle County,Illinois,17,141
"Rochester, MN",Dodge County,Minnesota,27,039
"Rochester, MN",Fillmore County,Minnesota,27,045
"Rochester, MN",Olmsted County,Minnesota,27,109
"Rochester, MN",Wabasha County,Minnesota,27,157
"Rochester, NY",Livingston County,New York,36,051
"Rochester, NY",Monroe County,New York,36,055
"Rochester, NY",Ontario County,New York,36,069
"Rochester, NY",Orleans County,New York,36,073
"Rochester, NY",Wayne County,New York,36,117
"Rockford, IL",Boone County,Illinois,17,007
"Rockford, IL",Winnebago County,Illinois,17,201
"Rockingham, NC",Richmond County,North Carolina,37,153
"Rock Springs, WY",Sweetwater County,Wyoming,56,037
"Rocky Mount, NC",Edgecombe County,North Carolina,37,065
"Rocky Mount, NC",Nash County,North Carolina,37,127
"Rolla, MO",Phelps County,Missouri,29,161
"Rome, GA",Floyd County,Georgia,13,115
"Roseburg, OR",Douglas County,Oregon,41,019
"Roswell, NM",Chaves County,New Mexico,35,005
"Ruidoso, NM",Lincoln County,New Mexico,35,027
"Russellville, AL",Franklin County,Alabama,01,059
"Russellville, AR",Pope County,Arkansas,05,115
"Russellville, AR",Yell County,Arkansas,05,149
"Ruston, LA",Lincoln Parish,Louisiana,22,061
"Rutland, VT",Rutland County,Vermont,50,021
"Sacramento-Roseville-Folsom, CA",El Dorado County,California,06,017
"Sacramento-Roseville-Folsom, CA",Placer County,California,06,061
"Sacramento-Roseville-Folsom, CA",Sacramento County,California,06,067
"Sacramento-Roseville-Folsom, CA",Yolo County,California,06,113
"Safford, AZ",Graham County,Arizona,04,009
"Saginaw, MI",Saginaw County,Michigan,26,145
"St. Cloud, MN",Benton County,Minnesota,27,009
"St. Cloud, MN",Stearns County,Minnesota,27,145
"St. George, UT",Washington County,Utah,49,053
"St. Joseph, MO-KS",Doniphan County,Kansas,20,043
"St. Joseph, MO-KS",Andrew County,Missouri,29,003
"St. Joseph, MO-KS",Buchanan County,Missouri,29,021
"St. Joseph, MO-KS",DeKalb County,Missouri,29,063
"St. Louis, MO-IL",Bond County,Illinois,17,005
"St. Louis, MO-IL",Calhoun County,Illinois,17,013
"St. Louis, MO-IL",Clinton County,Illinois,17,027
"St. Louis, MO-IL",Jersey County,Illinois,17,083
"St. Louis, MO-IL",Macoupin County,Illinois,17,117
"St. Louis, MO-IL",Madison County,Illinois,17,119
"St. Louis, MO-IL",Monroe County,Illinois,17,133
"St. Louis, MO-IL",St. Clair County,Illinois,17,163
"St. Louis, MO-IL",Franklin County,Missouri,29,071
"St. Louis, MO-IL",Jefferson County,Missouri,29,099
"St. Louis, MO-IL",Lincoln County,Missouri,29,113
"St. Louis, MO-IL",St. Charles County,Missouri,29,183
"St. Louis, MO-IL",St. Louis County,Missouri,29,189
"St. Louis, MO-IL",Warren County,Missouri,29,219
"St. Louis, MO-IL",St. Louis city,Missouri,29,510
"St. Marys, PA",Elk County,Pennsylvania,42,047
"Salem, OH",Columbiana County,Ohio,39,029
"Salem, OR",Marion County,Oregon,41,047
"Salem, OR",Polk County,Oregon,41,053
"Salina, KS",Ottawa County,Kansas,20,143
"Salina, KS",Saline County,Kansas,20,169
"Salinas, CA",Monterey County,California,06,053
"Salisbury, MD",Somerset County,Maryland,24,039
"Salisbury, MD",Wicomico County,Maryland,24,045
"Salt Lake City-Murray, UT",Salt Lake County,Utah,49,035
"Salt Lake City-Murray, UT",Tooele County,Utah,49,045
"San Angelo, TX",Irion County,Texas,48,235
"San Angelo, TX",Tom Green County,Texas,48,451
"San Antonio-New Braunfels, TX",Atascosa County,Texas,48,013
"San Antonio-New Braunfels, TX",Bandera County,Texas,48,019
"San Antonio-New Braunfels, TX",Bexar County,Texas,48,029
"San Antonio-New Braunfels, TX",Comal County,Texas,48,091
"San Antonio-New Braunfels, TX",Guadalupe County,Texas,48,187
"San Antonio-New Braunfels, TX",Kendall County,Texas,48,259
"San Antonio-New Braunfels, TX",Medina County,Texas,48,325
"San Antonio-New Braunfels, TX",Wilson County,Texas,48,493
"San Diego-Chula Vista-Carlsbad, CA",San Diego County,California,06,073
"Sandpoint, ID",Bonner County,Idaho,16,017
"Sandusky, OH",Erie County,Ohio,39,043
"Sandusky, OH",Ottawa County,Ohio,39,123
"Sanford, NC",Lee County,North Carolina,37,105
"San Francisco-Oakland-Fremont, CA",Alameda County,California,06,001
"San Francisco-Oakland-Fremont, CA",Contra Costa County,California,06,013
"San Francisco-Oakland-Fremont, CA",San Francisco County,California,06,075
"San Francisco-Oakland-Fremont, CA",San Mateo County,California,06,081
"San Francisco-Oakland-Fremont, CA",Marin County,California,06,041
"San Jose-Sunnyvale-Santa Clara, CA",San Benito County,California,06,069
"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,California,06,085
"San Juan-Bayamón-Caguas, PR",Aguas Buenas Municipio,Puerto Rico,72,007
"San Juan-Bayamón-Caguas, PR",Aibonito Municipio,Puerto Rico,72,009
"San Juan-Bayamón-Caguas, PR",Barceloneta Municipio,Puerto Rico,72,017
"San Juan-Bayamón-Caguas, PR",Barranquitas Municipio,Puerto Rico,72,019
"San Juan-Bayamón-Caguas, PR",Bayamón Municipio,Puerto Rico,72,021
"San Juan-Bayamón-Caguas, PR",Caguas Municipio,Puerto Rico,72,025
"San Juan-Bayamón-Caguas, PR",Canóvanas Municipio,Puerto Rico,72,029
"San Juan-Bayamón-Caguas, PR",Carolina Municipio,Puerto Rico,72,031
"San Juan-Bayamón-Caguas, PR",Cataño Municipio,Puerto Rico,72,033
"San Juan-Bayamón-Caguas, PR",Cayey Municipio,Puerto Rico,72,035
"San Juan-Bayamón-Caguas, PR",Ceiba Municipio,Puerto Rico,72,037
"San Juan-Bayamón-Caguas, PR",Ciales Municipio,Puerto Rico,72,039
"San Juan-Bayamón-Caguas, PR",Cidra Municipio,Puerto Rico,72,041
"San Juan-Bayamón-Caguas, PR",Comerío Municipio,Puerto Rico,72,045
"San Juan-Bayamón-Caguas, PR",Corozal Municipio,Puerto Rico,72,047
"San Juan-Bayamón-Caguas, PR",Dorado Municipio,Puerto Rico,72,051
"San Juan-Bayamón-Caguas, PR",Fajardo Municipio,Puerto Rico,72,053
"San Juan-Bayamón-Caguas, PR",Florida Municipio,Puerto Rico,72,054
"San Juan-Bayamón-Caguas, PR",Guaynabo Municipio,Puerto Rico,72,061
"San Juan-Bayamón-Caguas, PR",Gurabo Municipio,Puerto Rico,72,063
"San Juan-Bayamón-Caguas, PR",Humacao Municipio,Puerto Rico,72,069
"San Juan-Bayamón-Caguas, PR",Juncos Municipio,Puerto Rico,72,077
"San Juan-Bayamón-Caguas, PR",Las Piedras Municipio,Puerto Rico,72,085
"San Juan-Bayamón-Caguas, PR",Loíza Municipio,Puerto Rico,72,087
"San Juan-Bayamón-Caguas, PR",Luquillo Municipio,Puerto Rico,72,089
"San Juan-Bayamón-Caguas, PR",Manatí Municipio,Puerto Rico,72,091
"San Juan-Bayamón-Caguas, PR",Maunabo Municipio,Puerto Rico,72,095
"San Juan-Bayamón-Caguas, PR",Morovis Municipio,Puerto Rico,72,101
"San Juan-Bayamón-Caguas, PR",Naguabo Municipio,Puerto Rico,72,103
"San Juan-Bayamón-Caguas, PR",Naranjito Municipio,Puerto Rico,72,105
"San Juan-Bayamón-Caguas, PR",Orocovis Municipio,Puerto Rico,72,107
"San Juan-Bayamón-Caguas, PR",Río Grande Municipio,Puerto Rico,72,119
"San Juan-Bayamón-Caguas, PR",San Juan Municipio,Puerto Rico,72,127
"San Juan-Bayamón-Caguas, PR",San Lorenzo Municipio,Puerto Rico,72,129
"San Juan-Bayamón-Caguas, PR",Toa Alta Municipio,Puerto Rico,72,135
"San Juan-Bayamón-Caguas, PR",Toa Baja Municipio,Puerto Rico,72,137
"San Juan-Bayamón-Caguas, PR",Trujillo Alto Municipio,Puerto Rico,72,139
"San Juan-Bayamón-Caguas, PR",Vega Alta Municipio,Puerto Rico,72,143
"San Juan-Bayamón-Caguas, PR",Vega Baja Municipio,Puerto Rico,72,145
"San Juan-Bayamón-Caguas, PR",Yabucoa Municipio,Puerto Rico,72,151
"San Luis Obispo-Paso Robles, CA",San Luis Obispo County,California,06,079
"Santa Cruz-Watsonville, CA",Santa Cruz County,California,06,087
"Santa Fe, NM",Santa Fe County,New Mexico,35,049
"Santa Maria-Santa Barbara, CA",Santa Barbara County,California,06,083
"Santa Rosa-Petaluma, CA",Sonoma County,California,06,097
"Sault Ste. Marie, MI",Chippewa County,Michigan,26,033
"Savannah, GA",Bryan County,Georgia,13,029
"Savannah, GA",Chatham County,Georgia,13,051
"Savannah, GA",Effingham County,Georgia,13,103
"Sayre, PA",Bradford County,Pennsylvania,42,015
"Scottsbluff, NE",Banner County,Nebraska,31,007
"Scottsbluff, NE",Scotts Bluff County,Nebraska,31,157
"Scottsboro, AL",Jackson County,Alabama,01,071
"Scranton--Wilkes-Barre, PA",Lackawanna County,Pennsylvania,42,069
"Scranton--Wilkes-Barre, PA",Luzerne County,Pennsylvania,42,079
"Scranton--Wilkes-Barre, PA",Wyoming County,Pennsylvania,42,131
"Seaford, DE",Sussex County,Delaware,10,005
"Searcy, AR",White County,Arkansas,05,145
"Seattle-Tacoma-Bellevue, WA",Snohomish County,Washington,53,061
"Seattle-Tacoma-Bellevue, WA",King County,Washington,53,033
"Seattle-Tacoma-Bellevue, WA",Pierce County,Washington,53,053
"Sebastian-Vero Beach-West Vero Corridor, FL",Indian River County,Florida,12,061
"Sebring, FL",Highlands County,Florida,12,055
"Sedalia, MO",Pettis County,Missouri,29,159
"Selinsgrove, PA",Snyder County,Pennsylvania,42,109
"Selma, AL",Dallas County,Alabama,01,047
"Seneca, SC",Oconee County,South Carolina,45,073
"Seneca Falls, NY",Seneca County,New York,36,099
"Sevierville, TN",Sevier County,Tennessee,47,155
"Seymour, IN",Jackson County,Indiana,18,071
"Shawano, WI",Menominee County,Wisconsin,55,078
"Shawano, WI",Shawano County,Wisconsin,55,115
"Shawnee, OK",Pottawatomie County,Oklahoma,40,125
"Sheboygan, WI",Sheboygan County,Wisconsin,55,117
"Shelby-Kings Mountain, NC",Cleveland County,North Carolina,37,045
"Shelbyville, TN",Bedford County,Tennessee,47,003
"Shelton, WA",Mason County,Washington,53,045
"Sheridan, WY",Sheridan County,Wyoming,56,033
"Sherman-Denison, TX",Grayson County,Texas,48,181
"Show Low, AZ",Navajo County,Arizona,04,017
"Shreveport-Bossier City, LA",Bossier Parish,Louisiana,22,015
"Shreveport-Bossier City, LA",Caddo Parish,Louisiana,22,017
"Shreveport-Bossier City, LA",De Soto Parish,Louisiana,22,031
"Sidney, OH",Shelby County,Ohio,39,149
"Sierra Vista-Douglas, AZ",Cochise County,Arizona,04,003
"Sikeston, MO",Mississippi County,Missouri,29,133
"Sikeston, MO",Scott County,Missouri,29,201
"Silver City, NM",Grant County,New Mexico,35,017
"Sioux City, IA-NE-SD",Woodbury County,Iowa,19,193
"Sioux City, IA-NE-SD",Dakota County,Nebraska,31,043
"Sioux City, IA-NE-SD",Union County,South Dakota,46,127
"Sioux Falls, SD-MN",Rock County,Minnesota,27,133
"Sioux Falls, SD-MN",Lincoln County,South Dakota,46,083
"Sioux Falls, SD-MN",McCook County,South Dakota,46,087
"Sioux Falls, SD-MN",Minnehaha County,South Dakota,46,099
"Sioux Falls, SD-MN",Turner County,South Dakota,46,125
"Slidell-Mandeville-Covington, LA",St. Tammany Parish,Louisiana,22,103
"Snyder, TX",Scurry County,Texas,48,415
"Somerset, KY",Pulaski County,Kentucky,21,199
"Somerset, PA",Somerset County,Pennsylvania,42,111
"Sonora, CA",Tuolumne County,California,06,109
"South Bend-Mishawaka, IN-MI",St. Joseph County,Indiana,18,141
"South Bend-Mishawaka, IN-MI",Cass County,Michigan,26,027
"Sparta, WI",Monroe County,Wisconsin,55,081
"Spartanburg, SC",Spartanburg County,South Carolina,45,083
"Spartanburg, SC",Union County,South Carolina,45,087
"Spearfish, SD",Lawrence County,South Dakota,46,081
"Spencer, IA",Clay County,Iowa,19,041
"Spirit Lake, IA",Dickinson County,Iowa,19,059
"Spokane-Spokane Valley, WA",Spokane County,Washington,53,063
"Spokane-Spokane Valley, WA",Stevens County,Washington,53,065
"Springfield, IL",Menard County,Illinois,17,129
"Springfield, IL",Sangamon County,Illinois,17,167
"Springfield, MA",Hampden County,Massachusetts,25,013
"Springfield, MO",Christian County,Missouri,29,043
"Springfield, MO",Dallas County,Missouri,29,059
"Springfield, MO",Greene County,Missouri,29,077
"Springfield, MO",Polk County,Missouri,29,167
"Springfield, MO",Webster County,Missouri,29,225
"Springfield, OH",Clark County,Ohio,39,023
"Starkville, MS",Oktibbeha County,Mississippi,28,105
"Starkville, MS",Webster County,Mississippi,28,155
"State College, PA",Centre County,Pennsylvania,42,027
"Statesboro, GA",Bulloch County,Georgia,13,031
"Statesboro, GA",Evans County,Georgia,13,109
"Staunton-Stuarts Draft, VA",Augusta County,Virginia,51,015
"Staunton-Stuarts Draft, VA",Staunton city,Virginia,51,790
"Staunton-Stuarts Draft, VA",Waynesboro city,Virginia,51,820
"Steamboat Springs, CO",Moffat County,Colorado,08,081
"Steamboat Springs, CO",Routt County,Colorado,08,107
"Stephenville, TX",Erath County,Texas,48,143
"Sterling, CO",Logan County,Colorado,08,075
"Sterling, IL",Whiteside County,Illinois,17,195
"Stevens Point-Plover, WI",Portage County,Wisconsin,55,097
"Stillwater, OK",Payne County,Oklahoma,40,119
"Stockton-Lodi, CA",San Joaquin County,California,06,077
"Storm Lake, IA",Buena Vista County,Iowa,19,021
"Sturgis, MI",St. Joseph County,Michigan,26,149
"Sulphur Springs, TX",Hopkins County,Texas,48,223
"Summerville, GA",Chattooga County,Georgia,13,055
"Sumter, SC",Sumter County,South Carolina,45,085
"Sunbury, PA",Montour County,Pennsylvania,42,093
"Sunbury, PA",Northumberland County,Pennsylvania,42,097
"Susanville, CA",Lassen County,California,06,035
"Sweetwater, TX",Nolan County,Texas,48,353
"Syracuse, NY",Madison County,New York,36,053
"Syracuse, NY",Onondaga County,New York,36,067
"Syracuse, NY",Oswego County,New York,36,075
"Tahlequah, OK",Cherokee County,Oklahoma,40,021
"Talladega-Sylacauga, AL",Coosa County,Alabama,01,037
"Talladega-Sylacauga, AL",Talladega County,Alabama,01,121
"Tallahassee, FL",Gadsden County,Florida,12,039
"Tallahassee, FL",Jefferson County,Florida,12,065
"Tallahassee, FL",Leon County,Florida,12,073
"Tallahassee, FL",Wakulla County,Florida,12,129
"Tampa-St. Petersburg-Clearwater, FL",Pinellas County,Florida,12,103
"Tampa-St. Petersburg-Clearwater, FL",Hernando County,Florida,12,053
"Tampa-St. Petersburg-Clearwater, FL",Hillsborough County,Florida,12,057
"Tampa-St. Petersburg-Clearwater, FL",Pasco County,Florida,12,101
"Taos, NM",Taos County,New Mexico,35,055
"Taylorville, IL",Christian County,Illinois,17,021
"Terre Haute, IN",Clay County,Indiana,18,021
"Terre Haute, IN",Sullivan County,Indiana,18,153
"Terre Haute, IN",Vermillion County,Indiana,18,165
"Terre Haute, IN",Vigo County,Indiana,18,167
"Texarkana, TX-AR",Little River County,Arkansas,05,081
"Texarkana, TX-AR",Miller County,Arkansas,05,091
"Texarkana, TX-AR",Bowie County,Texas,48,037
"The Dalles, OR",Wasco County,Oregon,41,065
"Thomaston, GA",Upson County,Georgia,13,293
"Thomasville, GA",Grady County,Georgia,13,131
"Thomasville, GA",Thomas County,Georgia,13,275
"Tiffin, OH",Seneca County,Ohio,39,147
"Tifton, GA",Tift County,Georgia,13,277
"Tifton, GA",Turner County,Georgia,13,287
"Toccoa, GA",Stephens County,Georgia,13,257
"Toledo, OH",Fulton County,Ohio,39,051
"Toledo, OH",Lucas County,Ohio,39,095
"Toledo, OH",Wood County,Ohio,39,173
"Topeka, KS",Jackson County,Kansas,20,085
"Topeka, KS",Jefferson County,Kansas,20,087
"Topeka, KS",Osage County,Kansas,20,139
"Topeka, KS",Shawnee County,Kansas,20,177
"Topeka, KS",Wabaunsee County,Kansas,20,197
"Torrington, CT",Northwest Hills Planning Region,Connecticut,09,160
"Town of Pecos, TX",Reeves County,Texas,48,389
"Traverse City, MI",Benzie County,Michigan,26,019
"Traverse City, MI",Grand Traverse County,Michigan,26,055
"Traverse City, MI",Kalkaska County,Michigan,26,079
"Traverse City, MI",Leelanau County,Michigan,26,089
"Trenton-Princeton, NJ",Mercer County,New Jersey,34,021
"Troy, AL",Pike County,Alabama,01,109
"Truckee-Grass Valley, CA",Nevada County,California,06,057
"Tucson, AZ",Pima County,Arizona,04,019
"Tullahoma-Manchester, TN",Coffee County,Tennessee,47,031
"Tullahoma-Manchester, TN",Moore County,Tennessee,47,127
"Tulsa, OK",Creek County,Oklahoma,40,037
"Tulsa, OK",Okmulgee County,Oklahoma,40,111
"Tulsa, OK",Osage County,Oklahoma,40,113
"Tulsa, OK",Pawnee County,Oklahoma,40,117
"Tulsa, OK",Rogers County,Oklahoma,40,131
"Tulsa, OK",Tulsa County,Oklahoma,40,143
"Tulsa, OK",Wagoner County,Oklahoma,40,145
"Tupelo, MS",Itawamba County,Mississippi,28,057
"Tupelo, MS",Lee County,Mississippi,28,081
"Tupelo, MS",Prentiss County,Mississippi,28,117
"Tuscaloosa, AL",Greene County,Alabama,01,063
"Tuscaloosa, AL",Hale County,Alabama,01,065
"Tuscaloosa, AL",Pickens County,Alabama,01,107
"Tuscaloosa, AL",Tuscaloosa County,Alabama,01,125
"Twin Falls, ID",Jerome County,Idaho,16,053
"Twin Falls, ID",Twin Falls County,Idaho,16,083
"Tyler, TX",Smith County,Texas,48,423
"Ukiah, CA",Mendocino County,California,06,045
"Union City, TN",Obion County,Tennessee,47,131
"Urbana, OH",Champaign County,Ohio,39,021
"Urban Honolulu, HI",Honolulu County,Hawaii,15,003
"Utica-Rome, NY",Herkimer County,New York,36,043
"Utica-Rome, NY",Oneida County,New York,36,065
"Utuado, PR",Utuado Municipio,Puerto Rico,72,141
"Uvalde, TX",Uvalde County,Texas,48,463
"Valdosta, GA",Brooks County,Georgia,13,027
"Valdosta, GA",Echols County,Georgia,13,101
"Valdosta, GA",Lanier County,Georgia,13,173
"Valdosta, GA",Lowndes County,Georgia,13,185
"Vallejo, CA",Solano County,California,06,095
"Van Wert, OH",Van Wert County,Ohio,39,161
"Vermillion, SD",Clay County,South Dakota,46,027
"Vernal, UT",Uintah County,Utah,49,047
"Vernon, TX",Wilbarger County,Texas,48,487
"Vicksburg, MS",Warren County,Mississippi,28,149
"Victoria, TX",Goliad County,Texas,48,175
"Victoria, TX",Victoria County,Texas,48,469
"Vidalia, GA",Montgomery County,Georgia,13,209
"Vidalia, GA",Toombs County,Georgia,13,279
"Vincennes, IN",Knox County,Indiana,18,083
"Vineland, NJ",Cumberland County,New Jersey,34,011
"Vineyard Haven, MA",Dukes County,Massachusetts,25,007
"Virginia Beach-Chesapeake-Norfolk, VA-NC",Camden County,North Carolina,37,029
"Virginia Beach-Chesapeake-Norfolk, VA-NC",Currituck County,North Carolina,37,053
"Virginia Beach-Chesapeake-Norfolk, VA-NC",Gates County,North Carolina,37,073
"Virginia Beach-Chesapeake-Norfolk, VA-NC",Gloucester County,Virginia,51,073
"Virginia Beach-Chesapeake-Norfolk, VA-NC",Isle of Wight County,Virginia,51,093
"Virginia Beach-Chesapeake-Norfolk, VA-NC",James City County,Virginia,51,095
"Virginia Beach-Chesapeake-Norfolk, VA-NC",Mathews County,Virginia,51,115
"Virginia Beach-Chesapeake-Norfolk, VA-NC",Surry County,Virginia,51,181
"Virginia Beach-Chesapeake-Norfolk, VA-NC",York County,Virginia,51,199
"Virginia Beach-Chesapeake-Norfolk, VA-NC",Chesapeake city,Virginia,51,550
"Virginia Beach-Chesapeake-Norfolk, VA-NC",Hampton city,Virginia,51,650
"Virginia Beach-Chesapeake-Norfolk, VA-NC",Newport News city,Virginia,51,700
"Virginia Beach-Chesapeake-Norfolk, VA-NC",Norfolk city,Virginia,51,710
"Virginia Beach-Chesapeake-Norfolk, VA-NC",Poquoson city,Virginia,51,735
"Virginia Beach-Chesapeake-Norfolk, VA-NC",Portsmouth city,Virginia,51,740
"Virginia Beach-Chesapeake-Norfolk, VA-NC",Suffolk city,Virginia,51,800
"Virginia Beach-Chesapeake-Norfolk, VA-NC",Virginia Beach city,Virginia,51,810
"Virginia Beach-Chesapeake-Norfolk, VA-NC",Williamsburg city,Virginia,51,830
"Visalia, CA",Tulare County,California,06,107
"Wabash, IN",Wabash County,Indiana,18,169
"Waco, TX",Bosque County,Texas,48,035
"Waco, TX",Falls County,Texas,48,145
"Waco, TX",McLennan County,Texas,48,309
"Wahpeton, ND-MN",Wilkin County,Minnesota,27,167
"Wahpeton, ND-MN",Richland County,North Dakota,38,077
"Walla Walla, WA",Walla Walla County,Washington,53,071
"Wapakoneta, OH",Auglaize County,Ohio,39,011
"Warner Robins, GA",Houston County,Georgia,13,153
"Warner Robins, GA",Peach County,Georgia,13,225
"Warren, PA",Warren County,Pennsylvania,42,123
"Warrensburg, MO",Johnson County,Missouri,29,101
"Warsaw, IN",Kosciusko County,Indiana,18,085
"Washington, IN",Daviess County,Indiana,18,027
"Washington, NC",Beaufort County,North Carolina,37,013
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,Virginia,51,013
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Clarke County,Virginia,51,043
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Culpeper County,Virginia,51,047
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,Virginia,51,059
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fauquier County,Virginia,51,061
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Loudoun County,Virginia,51,107
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,Virginia,51,153
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Rappahannock County,Virginia,51,157
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Spotsylvania County,Virginia,51,177
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Stafford County,Virginia,51,179
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Warren County,Virginia,51,187
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria city,Virginia,51,510
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax city,Virginia,51,600
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Falls Church city,Virginia,51,610
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fredericksburg city,Virginia,51,630
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Manassas city,Virginia,51,683
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Manassas Park city,Virginia,51,685
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Jefferson County,West Virginia,54,037
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Frederick County,Maryland,24,021
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Montgomery County,Maryland,24,031
"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,District of Columbia,11,001
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Charles County,Maryland,24,017
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince George's County,Maryland,24,033
"Washington Court House, OH",Fayette County,Ohio,39,047
"Waterbury-Shelton, CT",Naugatuck Valley Planning Region,Connecticut,09,140
"Waterloo-Cedar Falls, IA",Black Hawk County,Iowa,19,013
"Waterloo-Cedar Falls, IA",Bremer County,Iowa,19,017
"Waterloo-Cedar Falls, IA",Grundy County,Iowa,19,075
"Watertown, SD",Codington County,South Dakota,46,029
"Watertown-Fort Atkinson, WI",Jefferson County,Wisconsin,55,055
"Watertown-Fort Drum, NY",Jefferson County,New York,36,045
"Wausau, WI",Marathon County,Wisconsin,55,073
"Waycross, GA",Pierce County,Georgia,13,229
"Waycross, GA",Ware County,Georgia,13,299
"Waynesville, NC",Haywood County,North Carolina,37,087
"Weatherford, OK",Custer County,Oklahoma,40,039
"Weatherford, OK",Washita County,Oklahoma,40,149
"Weirton-Steubenville, WV-OH",Jefferson County,Ohio,39,081
"Weirton-Steubenville, WV-OH",Brooke County,West Virginia,54,009
"Weirton-Steubenville, WV-OH",Hancock County,West Virginia,54,029
"Wenatchee-East Wenatchee, WA",Chelan County,Washington,53,007
"Wenatchee-East Wenatchee, WA",Douglas County,Washington,53,017
"West Plains, MO",Howell County,Missouri,29,091
"Wheeling, WV-OH",Belmont County,Ohio,39,013
"Wheeling, WV-OH",Marshall County,West Virginia,54,051
"Wheeling, WV-OH",Ohio County,West Virginia,54,069
"Whitewater-Elkhorn, WI",Walworth County,Wisconsin,55,127
"Wichita, KS",Butler County,Kansas,20,015
"Wichita, KS",Harvey County,Kansas,20,079
"Wichita, KS",Sedgwick County,Kansas,20,173
"Wichita, KS",Sumner County,Kansas,20,191
"Wichita Falls, TX",Archer County,Texas,48,009
"Wichita Falls, TX",Clay County,Texas,48,077
"Wichita Falls, TX",Wichita County,Texas,48,485
"Wildwood-The Villages, FL",Sumter County,Florida,12,119
"Williamsport, PA",Lycoming County,Pennsylvania,42,081
"Williston, ND",Williams County,North Dakota,38,105
"Willmar, MN",Kandiyohi County,Minnesota,27,067
"Wilmington, NC",Brunswick County,North Carolina,37,019
"Wilmington, NC",New Hanover County,North Carolina,37,129
"Wilmington, NC",Pender County,North Carolina,37,141
"Wilmington, OH",Clinton County,Ohio,39,027
"Wilson, NC",Wilson County,North Carolina,37,195
"Winchester, TN",Franklin County,Tennessee,47,051
"Winchester, VA-WV",Frederick County,Virginia,51,069
"Winchester, VA-WV",Winchester city,Virginia,51,840
"Winchester, VA-WV",Hampshire County,West Virginia,54,027
"Winnemucca, NV",Humboldt County,Nevada,32,013
"Winona, MN",Winona County,Minnesota,27,169
"Winston-Salem, NC",Davidson County,North Carolina,37,057
"Winston-Salem, NC",Davie County,North Carolina,37,059
"Winston-Salem, NC",Forsyth County,North Carolina,37,067
"Winston-Salem, NC",Stokes County,North Carolina,37,169
"Winston-Salem, NC",Yadkin County,North Carolina,37,197
"Wisconsin Rapids-Marshfield, WI",Wood County,Wisconsin,55,141
"Woodward, OK",Woodward County,Oklahoma,40,153
"Wooster, OH",Wayne County,Ohio,39,169
"Worcester, MA",Worcester County,Massachusetts,25,027
"Worthington, MN",Nobles County,Minnesota,27,105
"Yakima, WA",Yakima County,Washington,53,077
"Yankton, SD",Yankton County,South Dakota,46,135
"York-Hanover, PA",York County,Pennsylvania,42,133
"Youngstown-Warren, OH",Mahoning County,Ohio,39,099
"Youngstown-Warren, OH",Trumbull County,Ohio,39,155
"Yuba City, CA",Sutter County,California,06,101
"Yuba City, CA",Yuba County,California,06,115
